代码	名称	涨幅%	现价	涨跌	买价	卖价	总量	现量	涨速%	换手%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	开盘金额	开盘换手Z	封成比	封单额	流通股(亿)	流通市值	AB股总市值	强弱度%	活跃度	笔均量	笔换手	连涨天	3日涨幅%	20日涨幅%	60日涨幅%	年初至今%	换手Z	流通市值Z	市盈(TTM)	市盈(静)	贝塔系数	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	实体涨幅%	回头波%	攻击波%	现均差%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	存货(亿)	应收帐款(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	调整后净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
="002871"	伟隆股份	-5.43	24.40	-1.40	24.38	24.40	58307	871	-1.04	         20.18	25.41	25.89	24.19	25.80	    51.49	147267136	  1.69	机械基件	山东	6.59	25.26	30155	28152	  1.07	1	58	--  	2167500	          0.30	--  	--  	          0.29	          7.05亿	         28.49亿	 -4.15	   2690	     22	        0.0075	-1	2.82	6.78	7.21	25.45	         20.18	          7.05亿	36.37	36.67	0.77	高位回落				-1.51	0.35	-6.24	-2.10	-3.97	-5.76	0.87	-3.32	20190425	20170511	          1.17	--  	--  	7.73	6.27	          0.00	18.98	4.70	1.28	0.38	1.37	0.85	0.70	2.37	0.89	0.56	0.16	0.02	0.16	0.14	0.14	0.12	2.45	0.16	-0.50	11763.00	          2457	5.99万	4.85	50.77	          4.55	176.79	32.12	0.82	0.118㈠	          5.37	0.00	          2.03	          2.09	          0.14	         81.02	   2.21㈠	         36.67	         18.23	         15.60	0.03	761	002871	--  	--  	--  	
="002872"	天圣制药	--  	10.19	--  		--  	0	0	--  	          0.00	--  	--  	--  	10.19	    77.67	0	  0.00	化学制药	重庆	0.00	10.19	0	0	--  	0	0	--  	0	--  	--  	--  	          2.15	         21.91亿	         32.40亿	  1.28	      0	--  	--  	-1	-7.20	-1.92	16.19	19.04	--  	         21.91亿	13.79	13.04	1.00	跌破BOLL下轨				--  	--  	--  	0.00	--  	--  	--  	--  	20190426	20170519	          3.18	--  	--  	47.27	32.01	          0.68	30.85	17.35	12.99	4.33	12.05	4.38	8.71	14.35	4.75	3.45	0.17	0.00	0.15	0.11	0.10	0.09	13.36	0.51	-0.24	36649.00	          5868	5.98万	-84.25	-23.56	          1.01	63.53	6.83	0.00	0.033㈠	         10.07	0.00	          4.51	          4.20	          0.16	         67.71	   0.33㈠	         27.23	          3.48	          2.20	0.06	2588	002872	--  	--  	--  	
="002873"	新天药业	-1.37	17.32	-0.24	17.32	17.33	7332	74	0.06	          1.19	17.35	17.56	17.28	17.56	    29.24	12755096	  0.71	中成药	贵州	1.59	17.40	4806	2526	  1.90	1	70	--  	43400	          0.01	--  	--  	          0.62	         10.67亿	         20.28亿	 -0.09	    672	     11	        0.0018	-2	-4.62	-4.78	5.61	6.65	          1.71	          7.41亿	28.49	28.57	0.91	空头排列				-1.20	0.00	-1.59	-0.94	-0.17	-1.37	0.23	-0.43	20190424	20170519	          1.17	--  	--  	9.77	6.67	          0.02	31.60	6.23	2.26	0.49	2.84	0.86	1.51	2.82	1.62	0.34	0.21	0.00	0.21	0.17	0.17	0.17	2.44	0.30	-0.12	11044.00	          3875	6.71万	1.25	3.66	          3.04	67.54	12.51	0.29	0.148㈠	          5.69	0.00	          2.40	          2.08	          0.26	         68.22	   2.60㈠	         79.23	         12.84	         10.69	0.05	1521	002873	--  	--  	--  	
="002875"	安奈儿	-0.73	19.05	-0.14	19.04	19.05	15441	323	-0.25	          3.92	19.12	19.36	18.88	19.19	    13.38	29420352	  0.78	服饰	深圳	2.50	19.05	8104	7336	  1.10	95	5	--  	109200	          0.01	--  	--  	          0.39	          7.50亿	         25.12亿	  0.55	   1180	     13	        0.0033	-6	-4.32	-0.42	16.09	32.94	          3.92	          7.50亿	26.66	30.12	0.86	跌破BOLL下轨				-0.36	0.89	-1.62	-0.71	-0.37	-1.60	0.90	-0.02	20190424	20170601	          1.32	--  	--  	11.11	8.87	          0.00	20.17	8.95	1.46	0.14	2.24	3.78	0.72	4.17	3.58	1.62	0.61	0.00	0.62	0.47	0.47	0.44	3.23	-0.67	-1.96	14706.00	          2678	5.10万	30.01	17.71	          2.83	-37.57	7.02	0.84	0.356㈠	          6.72	0.00	          3.17	          2.45	         -0.51	         79.83	   5.29㈠	         54.66	         17.18	         13.11	0.07	3203	002875	--  	--  	--  	
="002876"	三利谱	-5.20	38.98	-2.14	38.98	38.99	15465	246	0.46	          2.83	40.61	41.63	37.50	41.12	--  	61917072	  1.29	元器件	深圳	10.04	40.04	9626	5838	  1.65	38	18	--  	243700	          0.01	--  	--  	          0.55	         21.32亿	         31.18亿	 -3.92	   1370	     11	        0.0021	-2	-7.03	-10.62	15.33	21.96	          3.70	         16.28亿	112.58	112.58	1.06	跌破BOLL下轨				-1.24	1.24	-8.80	-2.63	-4.01	-6.37	3.95	-2.57	20190426	20170525	          0.80	--  	--  	20.61	8.67	          0.04	57.74	13.96	3.75	0.67	10.44	4.56	4.02	3.66	2.41	2.29	-0.14	0.00	-0.13	-0.15	-0.14	-0.20	3.70	-0.00	-0.46	6756.00	          6181	24.10万	-206.40	50.47	          3.60	-7299.63	12.92	0.10	-0.178㈠	         10.84	0.00	          4.58	          4.62	         -0.01	         42.08	  -1.64㈠	          5.31	         -5.98	         -5.89	0.12	1574	002876	--  	--  	--  	
="002877"	智能自控	-2.17	16.22	-0.36	16.21	16.22	24027	319	-0.05	          4.62	16.40	16.40	16.00	16.58	    72.23	39020732	  0.47	电器仪表	江苏	2.41	16.24	12445	11582	  1.07	15	3	--  	83600	          0.01	--  	--  	          0.52	          8.43亿	         33.71亿	 -0.89	   1672	     14	        0.0028	-3	-6.35	3.77	5.81	11.48	          4.62	          8.43亿	52.63	53.47	1.08	-- -- 				-1.09	-1.09	-3.50	-2.05	-1.10	-1.10	1.38	-0.12	20190425	20170605	          2.08	--  	--  	9.85	6.51	          0.00	33.88	5.95	1.85	0.50	3.06	2.29	2.07	1.42	0.97	0.58	0.14	0.00	0.14	0.12	0.12	0.11	2.61	-0.26	-0.37	20896.00	          2486	4.03万	9.33	25.95	          5.17	-127.74	34.67	0.37	0.056㈠	          3.13	0.00	          0.68	          1.26	         -0.13	         66.12	   1.79㈠	         39.92	         14.37	         12.00	0.03	525	002877	--  	--  	--  	
="002878"	元隆雅图	-1.67	30.05	-0.51	30.05	30.06	8657	171	-0.59	          2.37	30.06	30.60	29.92	30.56	    38.81	26138808	  0.68	文教休闲	北京	2.23	30.19	4684	3972	  1.18	180	5	--  	279600	          0.03	--  	--  	          0.36	         10.97亿	         39.19亿	 -0.39	    831	     10	        0.0029	-2	-4.51	2.21	18.21	18.40	          2.37	         10.97亿	41.89	41.89	0.67	-- -- 				-1.64	0.13	-2.09	-1.20	-0.03	-1.80	0.43	-0.47	20190426	20170606	          1.30	--  	--  	10.35	6.32	          0.37	35.36	8.07	0.08	0.16	3.61	0.64	4.33	2.70	3.07	2.34	0.33	0.00	0.33	0.28	0.25	0.24	2.18	-0.11	-0.28	7149.00	          5106	15.34万	26.57	50.90	          6.20	-363.80	12.78	1.00	0.200㈠	          4.85	0.00	          2.07	          1.67	         -0.08	         61.12	   3.99㈠	         23.75	         10.89	          8.23	0.11	354	002878	--  	--  	--  	
="002879"	长缆科技	-1.80	15.31	-0.28	15.31	15.32	21962	435	-0.32	          1.97	15.60	15.77	15.28	15.59	    28.76	33958452	  0.78	电气设备	湖南	3.14	15.46	12042	9920	  1.21	26	79	--  	15000	          0.00	--  	--  	          1.12	         17.08亿	         29.56亿	 -0.52	   1191	     18	        0.0017	-2	-5.79	-10.26	8.12	13.66	          1.97	         17.08亿	23.04	23.04	1.23	空头排列				0.06	1.15	-1.99	-0.82	-1.86	-2.92	0.20	-0.98	20190426	20170707	          1.93	--  	--  	18.16	15.30	          0.00	15.77	15.36	1.73	0.35	2.40	1.37	4.28	7.09	1.50	0.73	0.29	-0.00	0.29	0.26	0.26	0.24	5.51	0.16	-3.73	21137.00	          5278	8.08万	4.58	13.33	          1.93	182.10	19.78	1.31	0.133㈠	          7.92	0.00	          3.67	          2.85	          0.08	         84.23	   1.68㈠	         51.12	         19.31	         17.19	0.08	1010	002879	--  	--  	--  	
="002880"	卫光生物	-0.20	45.68	-0.09	45.68	45.70	4114	47	0.00	          1.52	45.75	45.97	45.41	45.77	    45.71	18807060	  0.82	生物制药	深圳	1.22	45.71	2135	1979	  1.08	10	2	--  	0	          0.00	--  	--  	          0.27	         12.33亿	         49.33亿	  1.08	    528	      8	        0.0029	-2	-2.73	-2.71	11.33	13.66	          1.52	         12.33亿	31.50	31.50	0.77	-- -- 				-0.04	0.44	-0.79	-0.12	-0.15	-0.63	0.59	-0.08	20190426	20170616	          1.08	--  	--  	14.32	13.33	          0.00	6.94	8.96	2.15	0.73	0.61	4.94	0.78	6.39	1.69	1.12	0.33	0.00	0.32	0.27	0.27	0.26	5.07	-0.16	-0.53	12134.00	          2225	10.16万	9.04	28.88	          3.70	-318.12	29.21	0.66	0.250㈠	         12.34	0.00	          5.92	          4.70	         -0.14	         93.06	   2.02㈠	         33.91	         19.27	         15.97	0.11	713	002880	--  	--  	--  	
="002881"	美格智能	-8.66	18.89	-1.79	18.89	18.90	51071	316	-0.10	         11.26	20.00	20.00	18.81	20.68	   137.92	98707816	  1.56	通信设备	深圳	5.75	19.33	27785	23286	  1.19	25	7	--  	1426000	          0.16	--  	--  	          0.45	          8.56亿	         34.25亿	 -7.38	   2124	     24	        0.0053	-2	-11.61	-10.69	-0.89	6.06	         11.26	          8.56亿	57.44	60.86	1.24	跌破BOLL下轨				-3.29	-3.29	-9.04	-6.54	-5.55	-5.55	0.43	-2.12	20190426	20170622	          1.81	--  	--  	7.95	5.35	          0.00	32.62	7.04	0.68	0.01	2.57	1.56	2.13	1.71	1.87	1.52	0.08	0.01	0.08	0.06	0.06	0.06	1.64	-0.21	0.39	14205.00	          3192	6.03万	-40.51	53.78	          6.40	-164.83	18.36	0.14	0.034㈠	          2.95	0.00	          0.95	          0.91	         -0.11	         67.38	   1.16㈠	         18.63	          4.06	          3.33	0.20	2239	002881	--  	--  	--  	
="002882"	金龙羽	2.85	12.65	0.35	12.64	12.65	87866	2078	0.56	         10.59	12.35	12.86	12.11	12.30	    13.72	110415680	  1.58	电气设备	深圳	6.10	12.57	38985	48880	  0.80	126	161	--  	491500	          0.05	--  	--  	          0.83	         10.50亿	         54.76亿	  4.13	   2626	     33	        0.0040	1	5.59	10.10	22.82	29.74	         10.59	         10.50亿	18.37	22.55	0.87	MACD金叉				0.41	4.55	-1.54	2.17	2.43	-1.63	4.46	0.68	20190424	20170717	          4.33	--  	--  	22.29	17.00	          0.00	23.70	18.78	1.87	0.53	5.23	4.07	11.40	6.08	11.61	9.71	1.33	0.00	1.33	1.00	1.00	0.99	6.36	-1.25	-3.10	27203.00	          3051	3.86万	123.71	107.68	          3.22	-43.84	4.72	1.19	0.231㈠	          3.93	0.00	          1.41	          1.47	         -0.29	         76.30	   5.87㈠	         16.36	         11.44	          8.59	0.01	1063	002882	--  	--  	--  	
="002883"	中设股份	-2.28	24.02	-0.56	24.01	24.02	12785	215	-0.24	          4.12	24.78	24.78	23.88	24.58	    38.53	30980650	  0.86	建筑工程	江苏	3.66	24.23	7106	5679	  1.25	11	117	--  	334500	          0.04	--  	--  	          0.31	          7.45亿	         20.81亿	 -1.00	   1409	      9	        0.0029	-2	-3.58	-16.74	20.22	22.68	          4.12	          7.45亿	35.58	36.61	0.75	EXPMA死叉				0.81	0.81	-2.85	-1.42	-3.07	-3.07	0.59	-0.86	20190425	20170620	          0.87	--  	--  	5.50	4.46	          0.12	16.77	4.65	0.21	0.11	0.92	0.00	2.86	1.99	0.75	0.43	0.17	0.01	0.17	0.14	0.14	0.13	1.65	0.33	0.11	13055.00	          2376	5.71万	13.89	25.17	          4.67	63.30	27.82	0.67	0.156㈠	          5.15	0.00	          2.29	          1.91	          0.38	         81.10	   3.03㈠	         41.87	         22.64	         18.05	0.03	617	002883	--  	--  	--  	
="002884"	凌霄泵业	-3.68	27.20	-1.04	27.19	27.20	17139	223	0.11	          2.64	28.40	28.40	26.94	28.24	    14.68	47081136	  1.43	专用机械	广东	5.17	27.47	9572	7567	  1.26	235	177	--  	119300	          0.01	--  	--  	          0.65	         17.63亿	         32.76亿	 -2.40	   1244	     14	        0.0021	-2	-4.86	-8.29	23.69	31.21	          2.64	         17.63亿	14.68	14.68	0.62	跌破BOLL下轨				0.57	0.57	-4.60	-2.73	-4.23	-4.23	0.97	-0.95	20190330	20170711	          1.20	--  	--  	14.33	13.27	          0.00	7.41	12.87	1.11	0.07	0.90	2.36	0.80	4.99	11.04	7.78	2.55	0.25	2.58	2.23	2.23	1.92	5.99	1.96	-0.46	11424.00	          5673	15.43万	18.48	12.27	          2.54	16.70	2.97	5.51	1.800㈣	         10.70	10.70	          4.14	          4.97	          1.63	         92.59	  16.82㈣	         29.55	         23.06	         20.21	0.39	1038	002884	--  	--  	--  	
="002885"	京泉华	-2.73	23.48	-0.66	23.48	23.50	28435	534	-0.33	          6.30	23.23	24.28	23.23	24.14	    91.89	67651704	  0.84	元器件	深圳	4.35	23.79	15697	12738	  1.23	23	163	--  	494800	          0.05	--  	--  	          0.45	         10.60亿	         28.18亿	 -1.45	   1944	     15	        0.0032	-2	-2.12	-0.97	14.48	11.02	          6.30	         10.60亿	35.34	35.34	1.15	-- -- 				-3.77	0.58	-3.77	-1.44	1.08	-3.29	1.08	-1.29	20190426	20170627	          1.20	--  	--  	13.74	7.44	          0.00	45.83	9.81	0.55	0.22	5.05	2.68	3.16	3.01	3.09	2.60	0.08	0.00	0.08	0.07	0.08	0.05	2.94	0.07	-0.66	13782.00	          3274	7.69万	4.87	0.96	          3.79	432.05	9.12	0.32	0.064㈠	          6.20	0.00	          2.50	          2.45	          0.05	         54.14	   1.03㈠	         15.96	          2.64	          2.48	0.12	3154	002885	--  	--  	--  	
="002886"	沃特股份	-3.02	22.50	-0.70	22.48	22.50	31434	232	-0.17	          6.34	23.10	23.67	22.31	23.20	    75.53	72568352	  0.58	塑料	深圳	5.86	23.09	17593	13840	  1.27	3	57	--  	346500	          0.04	--  	--  	          0.50	         11.16亿	         26.47亿	 -1.74	   1830	     17	        0.0035	-3	-7.90	-0.22	38.80	29.09	          7.82	          9.04亿	75.53	75.53	1.05	-- -- 				-0.43	2.03	-3.84	-0.49	-2.60	-4.94	0.85	-2.53	20190423	20170627	          1.18	--  	--  	10.65	6.53	          0.00	38.71	7.89	2.03	0.41	4.05	2.25	2.65	2.73	8.08	6.77	0.38	0.06	0.38	0.35	0.35	0.27	2.34	-1.16	-0.39	14900.00	          2697	6.07万	-13.17	5.65	          4.05	-22.82	3.28	0.27	0.298㈣	          5.55	0.00	          2.32	          1.99	         -0.99	         61.29	   5.37㈣	         16.24	          4.69	          4.34	0.32	417	002886	--  	--  	--  	
="002887"	绿茵生态	0.46	21.78	0.10	21.78	21.79	9127	90	-0.22	          1.78	21.60	22.19	21.60	21.68	    21.01	19979384	  0.85	环境保护	天津	2.72	21.89	5066	4061	  1.25	1	5	--  	326200	          0.04	--  	--  	          0.51	         11.18亿	         34.85亿	  1.74	    833	     11	        0.0021	1	-0.50	-7.79	9.28	37.41	          2.24	          8.89亿	22.83	22.83	0.73	-- -- 				-0.37	2.35	-0.37	0.97	0.83	-1.85	0.83	-0.51	20190426	20170801	          1.60	--  	--  	22.09	17.81	          0.38	17.69	20.63	0.43	0.00	3.90	3.84	6.11	9.88	1.35	0.85	0.48	0.04	0.48	0.40	0.41	0.38	5.66	-0.36	-0.26	15760.00	          2591	5.64万	21.85	51.92	          1.96	-96.50	25.74	0.92	0.259㈠	         11.13	0.00	          6.18	          3.54	         -0.23	         80.60	   2.33㈠	         37.42	         35.37	         30.63	0.05	255	002887	--  	--  	--  	
="002888"	惠威科技	-2.74	21.31	-0.60	21.31	21.32	38730	797	-0.18	         10.89	22.00	22.35	21.01	21.91	    94.13	83521272	  0.75	元器件	广东	6.12	21.57	20491	18238	  1.12	879	7	--  	206800	          0.03	--  	--  	          0.36	          7.58亿	         26.57亿	 -1.46	   2672	     14	        0.0041	-2	-6.94	-15.60	17.02	14.69	         10.89	          7.58亿	94.13	94.13	0.98	-- -- 				0.41	2.01	-4.11	-1.57	-3.14	-4.65	1.43	-1.16	20190401	20170721	          1.25	--  	--  	4.89	4.45	          0.00	9.00	3.56	1.18	0.06	0.41	1.12	0.11	1.39	2.67	1.71	0.21	0.04	0.31	0.28	0.28	0.15	1.66	0.13	-1.55	15786.00	          2254	4.80万	-16.02	1.05	          5.97	203.46	9.96	1.88	0.226㈣	          3.57	0.00	          1.12	          1.33	          0.10	         91.00	   6.34㈣	         36.05	          7.96	         10.59	0.21	876	002888	--  	--  	--  	
="002889"	东方嘉盛	-3.68	26.68	-1.02	26.67	26.68	43164	950	-0.36	         11.60	26.69	27.49	26.65	27.70	    17.24	116031136	  0.88	仓储物流	深圳	3.03	26.88	24119	19044	  1.27	5	20	--  	2508400	          0.25	--  	--  	          0.37	          9.93亿	         36.85亿	 -2.40	   2462	     18	        0.0047	-2	-10.04	2.62	6.38	9.52	         11.60	          9.93亿	28.70	31.13	0.97	MACD死叉				-3.65	-0.76	-3.79	-2.95	-0.04	-2.95	0.11	-0.73	20190426	20170731	          1.38	--  	--  	77.03	14.81	          0.04	80.73	74.04	2.18	0.60	61.91	0.54	30.78	4.84	29.08	28.40	0.64	0.02	0.64	0.54	0.53	0.51	7.89	0.63	1.78	15561.00	          2391	6.38万	-2.93	42.32	          2.49	58.09	1.27	0.00	0.387㈠	         10.72	0.00	          3.51	          5.72	          0.46	         19.22	   3.61㈠	          2.36	          2.21	          1.84	0.00	370	002889	--  	--  	--  	
="002890"	弘宇股份	-0.87	20.41	-0.18	20.41	20.45	10536	107	0.00	          2.67	20.84	20.84	20.18	20.59	   187.15	21544730	  1.13	农用机械	山东	3.21	20.45	5006	5529	  0.91	83	5	--  	114600	          0.02	--  	--  	          0.40	          8.06亿	         13.61亿	  0.41	   1208	      9	        0.0022	-2	-3.73	-5.29	6.64	10.62	          4.15	          5.18亿	60.58	48.38	1.12	-- -- 				1.21	1.21	-1.99	-0.68	-2.06	-2.06	1.14	-0.19	20190424	20170802	          0.67	--  	--  	6.48	5.32	          0.00	17.81	4.69	1.39	0.28	1.10	1.17	1.19	2.05	0.90	0.80	0.01	0.01	0.02	0.02	0.02	0.00	2.26	-0.04	-0.04	8326.00	          3050	6.22万	-75.70	23.01	          2.56	-317.43	15.13	0.00	0.027㈠	          7.98	0.00	          3.08	          3.40	         -0.06	         82.19	   0.34㈠	         11.06	          1.28	          2.02	0.03	628	002890	--  	--  	--  	
="002891"	中宠股份	-1.87	32.48	-0.62	32.48	32.50	9241	80	0.00	          1.72	33.05	33.69	32.10	33.10	   118.64	30047222	  0.99	饲料	山东	4.80	32.52	4973	4267	  1.17	74	1	--  	148700	          0.01	--  	--  	          0.54	         17.49亿	         32.48亿	 -0.59	   1005	      9	        0.0017	-2	-6.12	-11.26	-12.19	-1.84	          2.70	         11.13亿	64.10	57.54	0.86	空头排列				-0.15	1.78	-3.02	-1.76	-1.72	-3.59	1.18	-0.11	20190418	20170821	          1.00	--  	--  	16.80	8.02	          0.86	47.12	9.02	4.51	0.46	6.15	2.94	2.47	4.59	3.81	3.02	0.15	-0.01	0.16	0.10	0.07	0.05	2.20	-0.15	1.64	8726.00	          3929	12.76万	-45.75	37.45	          4.05	-219.88	8.53	0.31	0.068㈠	          8.02	0.00	          4.59	          2.20	         -0.15	         47.73	   0.85㈠	         20.69	          4.06	          1.80	0.05	2525	002891	--  	--  	--  	
="002892"	科力尔	-8.16	45.60	-4.05	45.11	45.60	65863	2003	2.04	         25.01	47.11	49.75	44.69	49.65	    42.62	299037728	  2.23	电气设备	湖南	10.19	45.40	23340	42523	  0.55	1	40	--  	2025700	          0.16	--  	--  	          0.26	         12.01亿	         38.12亿	 -6.88	   2432	     27	        0.0103	-2	-8.77	-12.89	63.15	70.53	         25.01	         12.01亿	45.64	54.81	0.63	KDJ死叉				-5.12	0.20	-9.99	-8.55	-3.21	-8.34	2.04	0.40	20190425	20170817	          0.84	--  	--  	7.73	6.48	          0.00	16.12	5.72	1.73	0.07	1.20	1.10	1.24	3.56	1.80	1.38	0.26	0.03	0.26	0.22	0.22	0.22	1.86	0.23	0.38	6618.00	          3979	18.15万	166.40	28.56	          5.88	163.20	21.18	0.77	0.267㈠	          7.75	0.00	          4.26	          2.22	          0.28	         83.88	   3.45㈠	         23.17	         14.36	         12.42	0.07	2372	002892	--  	--  	--  	
="002893"	华通热力	0.13	14.84	0.02	14.81	14.84	12704	116	-0.39	          1.99	14.87	14.96	14.70	14.82	    42.71	18837380	  0.83	供气供热	北京	1.75	14.83	6394	6310	  1.01	206	16	--  	29700	          0.00	--  	--  	          0.64	          9.49亿	         18.25亿	  1.41	   1121	     11	        0.0018	1	-4.99	-4.93	0.00	-7.71	          2.53	          7.44亿	42.71	42.71	1.04	空头排列				0.34	0.94	-0.81	0.05	-0.20	-0.80	0.95	0.08	20190425	20170915	          1.23	--  	--  	18.48	6.26	          0.12	65.48	9.96	3.98	0.06	10.68	0.51	2.98	2.86	9.66	8.33	0.47	0.03	0.54	0.38	0.43	0.35	2.30	1.54	1.35	17900.00	          2801	4.16万	-18.16	5.56	          2.92	11.84	1.89	1.35	0.360㈣	          5.09	0.00	          2.33	          1.87	          1.25	         33.86	   6.83㈣	         13.78	          4.90	          4.42	0.05	1666	002893	--  	--  	--  	
="002895"	川恒股份	6.63	14.80	0.92	14.80	14.81	116265	3708	0.27	         13.06	13.84	15.00	13.77	13.88	   295.05	166898496	  1.35	化工原料	贵州	8.86	14.35	53741	62524	  0.86	2264	293	--  	352900	          0.03	--  	--  	          0.89	         13.18亿	         60.25亿	  7.91	   2459	     47	        0.0053	1	4.15	10.45	9.39	23.75	         13.06	         13.18亿	76.94	78.03	1.06	MACD金叉				-0.29	8.07	-0.79	3.42	6.94	-1.33	7.48	3.21	20190425	20170825	          4.07	--  	--  	27.35	19.20	         -0.01	29.85	10.06	3.44	1.15	6.77	2.58	0.90	7.76	3.23	2.54	0.10	-0.00	0.10	0.05	0.05	0.03	7.93	0.05	0.86	23006.00	          3870	5.73万	27.11	46.29	          3.14	1133.64	18.66	2.03	0.013㈠	          4.72	0.00	          1.91	          1.95	          0.01	         70.18	   0.27㈠	         21.24	          3.15	          1.58	0.07	1148	002895	--  	--  	--  	
